GAME1: Kildeskovshallen-Gentofte Volley.2-2025-Feb-04 (25 - 19)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
11,Nicola,1,2,50.0%,1,1,25.0%,0,,0,0,1,1,0,0.000,16.7%,4,6,0,0,0,0,0,0,0,1,0.0%,0
12,Vestbjerg,1,0,,0,0,,0,1.00,4,2,1,2,-1,-0.250,25.0%,1,4,0,0,0,0,0,0,0,0,,0
15,Martin,1,3,60.0%,1,0,0.0%,1,,0,0,1,2,-1,-0.200,20.0%,2,5,0,0,0,1,0,1,2,2,50.0%,0
16,Alex,1,0,,0,0,,0,2.25,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,4,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Bulowsvejshallen-TeamKoge-2025-Jan-30
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,3,6,46.2%,1,3,23.1%,-2,,0,0,1,0,1,0.333,33.3%,2,3,28,0,1,3,1,2,3,5,37.5%,1
2,Nico Lang,1,0,0.0%,0,1,100.0%,-1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
3,Kristian Krag,1,0,0.0%,0,1,50.0%,-1,3.00,1,0,1,0,1,0.333,33.3%,2,3,0,0,0,0,0,0,0,0,,1
4,Andreas Christensen,3,3,33.3%,1,1,11.1%,0,,0,0,6,0,6,0.857,85.7%,1,7,1,0,0,3,2,1,1,1,50.0%,0
7,Bo,2,5,55.6%,1,2,22.2%,-1,,0,0,3,0,3,0.750,75.0%,1,4,1,0,0,0,0,0,0,3,0.0%,1
8,Mikkel,3,8,61.5%,1,1,7.7%,0,1.70,10,1,4,3,1,0.100,40.0%,3,10,0,0,0,0,0,0,1,5,16.7%,0
11,Nicola,3,7,53.8%,2,1,7.7%,1,1.89,9,1,4,3,1,0.056,22.2%,11,18,0,0,0,1,1,0,0,6,0.0%,0
12,Vestbjerg,2,1,50.0%,0,1,50.0%,-1,1.00,6,2,5,2,3,0.231,38.5%,6,13,1,0,0,1,1,0,0,0,,0
15,Martin,3,6,54.5%,1,1,9.1%,0,,0,0,9,4,5,0.227,40.9%,9,22,0,0,0,2,3,-1,3,8,27.3%,0
16,Alex,3,0,,0,0,,0,1.95,19,1,0,0,0,,,0,0,1,0,0,0,0,0,2,12,14.3%,0
,(team),3,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Bulowsvejshallen-Hvidovre-2025-Feb-12 (20 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,0,0.0%,0,2,66.7%,-2,,0,0,0,1,-1,-1.000,0.0%,0,1,11,0,0,0,0,0,2,0,100.0%,0
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,4,0,4,0.800,80.0%,1,5,0,0,0,0,0,0,0,1,0.0%,1
5,Bosse,1,2,50.0%,2,1,25.0%,1,1.38,8,2,1,0,1,0.200,20.0%,4,5,0,0,0,0,0,0,0,0,,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,1,0,,0,0,,0,,0,0,1,1,0,0.000,33.3%,1,3,0,0,0,0,0,0,0,0,,0
12,Vestbjerg,1,1,25.0%,0,1,25.0%,-1,2.10,10,1,3,1,2,0.222,33.3%,5,9,0,0,0,0,0,0,0,2,0.0%,0
13,Gustav,1,1,50.0%,0,0,0.0%,0,,0,0,2,0,2,1.000,100.0%,0,2,1,0,0,0,1,-1,0,1,0.0%,0
14,Mads Q,1,1,50.0%,0,1,50.0%,-1,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2,0,100.0%,0
15,Martin,1,0,0.0%,0,1,100.0%,-1,,0,0,1,2,-1,-0.250,25.0%,1,4,0,0,0,1,0,1,1,1,50.0%,0
16,Alex,1,0,,0,0,,0,2.20,5,0,0,0,0,,,0,0,0,0,0,0,0,0,1,2,33.3%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Bulowsvejshallen-Hvidovre-2025-Feb-12 (18 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,25.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,11,0,1,1,1,0,1,3,25.0%,0
3,Kristian Krag,1,0,0.0%,0,1,100.0%,-1,,0,0,1,0,1,0.500,50.0%,1,2,0,0,0,0,0,0,0,0,,0
5,Bosse,1,4,80.0%,0,0,0.0%,0,1.50,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
8,Mikkel,1,1,50.0%,0,0,0.0%,0,1.00,3,1,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,0,0,,0
9,Soeren,1,0,,0,0,,0,,0,0,2,0,2,1.000,100.0%,0,2,0,0,0,0,0,0,0,0,,0
12,Vestbjerg,1,0,0.0%,0,1,50.0%,-1,2.17,12,1,4,1,3,0.300,40.0%,5,10,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,0,0.0%,0,1,50.0%,-1,,0,0,3,1,2,0.500,75.0%,0,4,0,0,0,1,0,1,1,0,100.0%,0
14,Mads Q,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
15,Martin,1,0,0.0%,0,0,0.0%,0,,0,0,4,4,0,0.000,44.4%,1,9,0,0,0,0,1,-1,0,2,0.0%,0
16,Alex,1,0,,0,0,,0,0.88,4,0,0,0,0,,,0,0,1,0,0,0,0,0,1,1,50.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Bulowsvejshallen-Hvidovre-2025-Feb-12 (25 - 23)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,5,1,4,0.667,83.3%,0,6,0,0,0,0,0,0,0,2,0.0%,0
5,Bosse,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,100.0%,0
7,Bo,1,1,33.3%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,0,0,0,1,0,1,1,0,100.0%,0
8,Mikkel,1,1,50.0%,0,0,0.0%,0,1.67,9,1,3,2,1,0.167,50.0%,1,6,0,0,0,0,0,0,0,1,0.0%,0
9,Soeren,1,3,60.0%,1,2,40.0%,-1,,0,0,3,1,2,0.250,37.5%,4,8,0,0,0,0,2,-2,1,3,25.0%,0
12,Vestbjerg,1,2,40.0%,0,0,0.0%,0,1.90,10,0,3,1,2,0.250,37.5%,4,8,0,0,0,1,1,0,0,1,0.0%,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,,0,0,2,0,2,0.500,50.0%,2,4,0,0,0,0,0,0,0,0,,0
14,Mads Q,1,1,25.0%,0,2,50.0%,-2,,0,0,1,0,1,1.000,100.0%,0,1,16,0,0,0,0,0,0,1,0.0%,0
16,Alex,1,0,,0,0,,0,2.40,5,0,0,0,0,,,0,0,0,0,0,0,0,0,3,1,75.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME4: Bulowsvejshallen-Hvidovre-2025-Feb-12 (25 - 18)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,2,50.0%,2,0,0.0%,2,,0,0,1,0,1,1.000,100.0%,0,1,1,0,0,0,0,0,0,0,,0
5,Bosse,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
7,Bo,1,0,0.0%,0,1,50.0%,-1,,0,0,0,0,0,0.000,0.0%,2,2,0,0,0,1,0,1,1,0,100.0%,0
8,Mikkel,1,0,0.0%,0,0,0.0%,0,1.80,5,0,2,2,0,0.000,25.0%,4,8,0,0,0,1,0,1,0,1,0.0%,0
9,Soeren,1,5,71.4%,0,0,0.0%,0,,0,0,3,2,1,0.111,33.3%,4,9,0,0,0,0,0,0,2,2,50.0%,1
12,Vestbjerg,1,3,60.0%,0,1,20.0%,-1,1.19,8,1,0,0,0,0.000,0.0%,5,5,0,0,0,0,0,0,1,0,100.0%,1
13,Gustav,1,0,,0,0,,0,,0,0,2,0,2,1.000,100.0%,0,2,0,0,0,2,0,2,0,0,,0
14,Mads Q,1,3,75.0%,1,0,0.0%,1,,0,0,0,0,0,0.000,0.0%,2,2,6,1,0,2,1,1,0,3,0.0%,1
16,Alex,1,0,,0,0,,0,2.00,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,5,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME5: Bulowsvejshallen-Hvidovre-2025-Feb-12 (5 - 8)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,1,50.0%,0,1,50.0%,-1,,0,0,0,2,-2,-1.000,0.0%,0,2,0,0,0,1,0,1,0,0,,0
8,Mikkel,1,0,,0,0,,0,1.50,4,1,2,0,2,0.667,66.7%,1,3,0,0,0,0,0,0,0,0,,0
9,Soeren,1,0,,0,0,,0,,0,0,1,3,-2,-0.333,16.7%,2,6,0,0,0,2,1,1,0,0,,0
12,Vestbjerg,1,0,0.0%,0,0,0.0%,0,2.00,1,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,0,1,0.0%,0
14,Mads Q,1,1,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,3,0,0,0,0,0,0,0,,0
16,Alex,1,0,,0,0,,0,2.00,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Bulowsvejshallen-Hvidovre-2025-Feb-12
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,2,1,14.3%,0,2,28.6%,-2,,0,0,0,1,-1,-0.500,0.0%,1,2,22,0,1,1,1,0,3,3,50.0%,0
3,Kristian Krag,5,3,27.3%,2,2,18.2%,0,,0,0,11,3,8,0.500,68.8%,2,16,1,0,0,1,0,1,0,3,0.0%,1
5,Bosse,4,8,61.5%,2,1,7.7%,1,1.40,10,2,1,0,1,0.200,20.0%,4,5,0,0,0,0,0,0,1,1,50.0%,0
7,Bo,4,1,14.3%,0,1,14.3%,-1,,0,0,1,0,1,0.333,33.3%,2,3,0,0,0,2,0,2,2,0,100.0%,0
8,Mikkel,4,2,40.0%,0,0,0.0%,0,1.57,21,3,7,4,3,0.167,38.9%,7,18,0,0,0,1,0,1,0,2,0.0%,0
9,Soeren,5,8,66.7%,1,2,16.7%,-1,,0,0,10,7,3,0.107,35.7%,11,28,0,0,0,2,3,-1,3,5,37.5%,1
12,Vestbjerg,5,6,35.3%,0,3,17.6%,-3,1.89,41,3,10,3,7,0.212,30.3%,20,33,0,0,0,1,1,0,1,5,16.7%,1
13,Gustav,4,1,16.7%,0,1,16.7%,-1,,0,0,9,1,8,0.667,75.0%,2,12,1,0,0,3,1,2,1,1,50.0%,0
14,Mads Q,5,6,46.2%,1,3,23.1%,-2,,0,0,1,0,1,0.333,33.3%,2,3,25,1,0,2,1,1,2,4,33.3%,1
15,Martin,2,0,0.0%,0,1,50.0%,-1,,0,0,5,6,-1,-0.077,38.5%,2,13,0,0,0,1,1,0,1,3,25.0%,0
16,Alex,5,0,,0,0,,0,1.92,18,0,0,0,0,,,0,0,1,0,0,0,0,0,5,11,31.3%,0
,(team),5,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Bülowsvejhallen-Gentofte Volley.2-2024-Dec-24 (25 - 21)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,1,25.0%,1,0,0.0%,1,,0,0,1,0,1,1.000,100.0%,0,1,10,0,0,0,1,-1,1,1,50.0%,1
3,Kristian Krag,1,4,66.7%,0,2,33.3%,-2,,0,0,1,0,1,0.500,50.0%,1,2,0,0,0,0,0,0,0,0,,0
6,Boerme,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,0,0,0,0,0,,0
9,Soeren,1,1,33.3%,1,1,33.3%,0,,0,0,2,1,1,0.250,50.0%,1,4,0,0,0,1,0,1,0,1,0.0%,0
11,Nicola,1,2,40.0%,1,0,0.0%,1,1.58,6,0,5,1,4,0.444,55.6%,3,9,0,0,0,1,0,1,0,1,0.0%,0
12,Vestbjerg,1,2,50.0%,0,0,0.0%,0,2.40,5,0,1,1,0,0.000,33.3%,1,3,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,0,0,0,1,0,1,0,1,0.0%,1
16,Alex,1,0,,0,0,,0,2.00,4,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,50.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Bülowsvejhallen-Gentofte Volley.2-2024-Dec-24 (24 - 26)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,4,57.1%,0,1,14.3%,-1,,0,0,0,0,0,,,0,0,9,0,0,0,2,-2,1,2,33.3%,1
2,Nico Lang,1,0,,0,0,,0,2.00,1,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,50.0%,0
3,Kristian Krag,1,1,50.0%,0,0,0.0%,0,,0,0,0,1,-1,-1.000,0.0%,0,1,0,0,0,0,1,-1,0,0,,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
6,Boerme,1,2,66.7%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,1,0,0,0,0,0,0,1,0.0%,0
9,Soeren,1,0,0.0%,0,0,0.0%,0,,0,0,3,0,3,0.250,25.0%,9,12,0,0,0,1,1,0,2,1,66.7%,1
11,Nicola,1,0,0.0%,0,0,0.0%,0,2.13,8,0,5,0,5,0.556,55.6%,4,9,0,0,0,0,0,0,0,0,,1
12,Vestbjerg,1,4,80.0%,1,0,0.0%,1,1.88,4,0,1,2,-1,-0.250,25.0%,1,4,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,2.00,1,0,1,1,0,0.000,33.3%,1,3,0,0,0,2,1,1,1,0,100.0%,0
16,Alex,1,0,,0,0,,0,1.75,8,1,0,0,0,,,0,0,1,0,0,0,0,0,2,1,66.7%,0
,(team),1,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Bülowsvejhallen-Gentofte Volley.2-2024-Dec-24 (25 - 21)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,3,50.0%,0,0,0.0%,0,,0,0,1,0,1,0.500,50.0%,1,2,10,1,0,0,0,0,4,1,80.0%,1
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,1,0,1,0.500,50.0%,1,2,0,0,0,0,0,0,0,0,,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
6,Boerme,1,0,0.0%,0,1,50.0%,-1,1.33,3,0,2,1,1,0.143,28.6%,4,7,0,0,0,0,0,0,0,1,0.0%,0
9,Soeren,1,2,40.0%,0,1,20.0%,-1,,0,0,2,1,1,0.125,25.0%,5,8,0,0,0,0,0,0,0,2,0.0%,0
11,Nicola,1,4,57.1%,0,1,14.3%,-1,1.83,6,0,2,0,2,0.250,25.0%,6,8,0,0,0,1,0,1,0,3,0.0%,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,,0,0,1,0,1,0.250,25.0%,3,4,0,0,0,1,1,0,0,0,,0
15,Martin,1,0,,0,0,,0,,0,0,2,0,2,0.667,66.7%,1,3,0,0,0,1,0,1,0,1,0.0%,0
16,Alex,1,0,,0,0,,0,2.00,9,1,0,0,0,,,0,0,0,0,0,0,0,0,2,2,50.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME4: Bülowsvejhallen-Gentofte Volley.2-2024-Dec-24 (25 - 16)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,12,0,0,0,0,0,1,3,25.0%,1
2,Nico Lang,1,0,,0,0,,0,2.00,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
3,Kristian Krag,1,2,66.7%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,1,0,0,0,0,0,0,0,,0
4,Andreas Christensen,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
6,Boerme,1,1,33.3%,0,1,33.3%,-1,1.00,3,1,1,0,1,0.500,50.0%,1,2,0,0,0,0,0,0,0,0,,0
11,Nicola,1,1,25.0%,0,1,25.0%,-1,2.20,5,0,3,0,3,1.000,100.0%,0,3,0,0,0,0,0,0,0,0,,0
13,Gustav,1,3,50.0%,0,1,16.7%,-1,,0,0,1,0,1,0.500,50.0%,1,2,0,0,0,1,1,0,0,0,,1
15,Martin,1,2,50.0%,1,1,25.0%,0,,0,0,8,0,8,0.889,88.9%,1,9,0,0,0,0,0,0,0,1,0.0%,1
16,Alex,1,0,,0,0,,0,1.64,7,0,0,0,0,,,0,0,1,0,0,0,0,0,1,0,100.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Bülowsvejhallen-Gentofte Volley.2-2024-Dec-24
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,4,8,40.0%,1,1,5.0%,0,,0,0,2,0,2,0.667,66.7%,1,3,41,1,0,0,3,-3,7,7,50.0%,4
2,Nico Lang,2,0,,0,0,,0,2.00,2,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,50.0%,0
3,Kristian Krag,4,7,58.3%,0,2,16.7%,-2,,0,0,3,1,2,0.333,50.0%,2,6,1,0,0,0,1,-1,0,0,,0
4,Andreas Christensen,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0.0%,0
5,Bosse,2,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
6,Boerme,4,3,33.3%,0,2,22.2%,-2,1.17,6,1,4,1,3,0.273,36.4%,6,11,1,0,0,0,0,0,0,2,0.0%,0
9,Soeren,3,3,30.0%,1,2,20.0%,-1,,0,0,7,2,5,0.208,29.2%,15,24,0,0,0,2,1,1,2,4,33.3%,1
11,Nicola,4,7,38.9%,1,2,11.1%,-1,1.94,25,0,15,1,14,0.483,51.7%,13,29,0,0,0,2,0,2,0,4,0.0%,1
12,Vestbjerg,2,6,66.7%,1,0,0.0%,1,2.17,9,0,2,3,-1,-0.143,28.6%,2,7,0,0,0,0,0,0,0,2,0.0%,0
13,Gustav,4,3,23.1%,0,1,7.7%,-1,2.00,1,0,4,1,3,0.300,40.0%,5,10,0,0,0,5,3,2,1,1,50.0%,2
