GAME1: Kildeskovshallen-Gentofte Volley.2-2025-Feb-04 (25 - 19)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,1,1,50.0%,1,0,0.0%,1,,0,0,0,0,0,,,0,0,0,0,0,1,0,1,0,0,,0
5,Bosse,1,2,66.7%,1,0,0.0%,1,,0,0,1,0,1,0.500,50.0%,1,2,0,0,0,2,0,2,0,1,0.0%,0
8,Mikkel,1,1,50.0%,0,0,0.0%,0,2.00,1,0,2,0,2,1.000,100.0%,0,2,0,0,0,1,0,1,0,1,0.0%,0
11,Nicola,1,2,66.7%,0,0,0.0%,0,1.50,4,0,1,0,1,0.500,50.0%,1,2,0,0,0,1,0,1,0,0,,0
12,Vestbjerg,1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,3,0.0%,0
14,Mads Q,1,3,75.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,5,0,0,0,0,0,0,0,,0
15,Martin,1,0,0.0%,0,0,0.0%,0,,0,0,1,2,-1,-0.167,16.7%,3,6,0,0,0,0,0,0,0,0,,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Spar Nord Arena-TeamKoge-2025-May-01
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
3,Kristian Krag,5,10,50.0%,2,4,20.0%,-2,,0,0,11,3,8,0.364,50.0%,8,22,1,0,0,2,1,1,0,0,,0
5,Bosse,5,12,52.2%,3,1,4.3%,2,2.00,2,0,7,2,5,0.333,46.7%,6,15,2,0,0,6,1,5,0,4,0.0%,0
8,Mikkel,5,9,47.4%,0,1,5.3%,-1,1.85,26,0,16,5,11,0.344,50.0%,11,32,0,0,0,1,0,1,0,2,0.0%,0
11,Nicola,5,6,33.3%,1,0,0.0%,1,2.14,36,1,17,7,10,0.250,42.5%,16,40,2,0,0,3,0,3,0,4,0.0%,1
12,Vestbjerg,5,0,,0,0,,0,1.80,28,0,0,0,0,,,0,0,3,0,0,0,0,0,5,11,31.3%,0
14,Mads Q,5,8,38.1%,0,1,4.8%,-1,,0,0,2,0,2,0.400,40.0%,3,5,56,0,1,4,0,4,1,6,14.3%,0
15,Martin,5,6,37.5%,1,3,18.8%,-1,2.00,1,0,16,11,5,0.111,35.6%,18,45,1,0,1,1,0,1,2,7,22.2%,1
,(team),5,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Bülowsvejhallen-Grondal-2025-May-12 (25 - 17)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,2,50.0%,0,2,50.0%,-2,,0,0,0,0,0,0.000,0.0%,1,1,6,0,0,2,0,2,0,1,0.0%,0
4,Andreas Christensen,1,0,0.0%,0,0,0.0%,0,,0,0,0,1,-1,-0.500,0.0%,1,2,0,0,0,2,0,2,0,0,,1
9,Soeren,1,1,33.3%,0,1,33.3%,-1,,0,0,1,1,0,0.000,16.7%,4,6,0,0,0,0,0,0,0,1,0.0%,0
11,Nicola,1,3,60.0%,0,0,0.0%,0,1.00,1,0,3,0,3,0.429,42.9%,4,7,0,0,0,1,0,1,0,0,,0
12,Vestbjerg,1,4,66.7%,0,1,16.7%,-1,1.50,8,1,3,0,3,0.500,50.0%,3,6,0,0,0,1,0,1,0,0,,0
13,Gustav,1,3,60.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,0,0,0,2,0,2,0,2,0.0%,0
16,Alex,1,0,,0,0,,0,1.20,5,1,0,0,0,,,0,0,1,0,0,0,0,0,1,2,33.3%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Bülowsvejhallen-Grondal-2025-May-12 (22 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,0,0.0%,0,0,0.0%,0,,0,0,1,1,0,0.000,33.3%,1,3,8,0,0,0,0,0,0,1,0.0%,0
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
4,Andreas Christensen,1,0,0.0%,0,1,50.0%,-1,,0,0,0,0,0,0.000,0.0%,2,2,0,0,0,0,0,0,0,0,,0
9,Soeren,1,2,40.0%,0,1,20.0%,-1,,0,0,3,1,2,0.286,42.9%,3,7,0,0,0,2,0,2,0,0,,0
11,Nicola,1,4,57.1%,0,1,14.3%,-1,2.25,8,0,4,0,4,0.800,80.0%,1,5,0,0,0,0,0,0,0,1,0.0%,0
12,Vestbjerg,1,0,0.0%,0,0,0.0%,0,2.33,3,0,0,4,-4,-0.444,0.0%,5,9,0,0,1,0,0,0,0,0,,0
13,Gustav,1,1,33.3%,1,1,33.3%,0,,0,0,1,1,0,0.000,50.0%,0,2,0,0,0,3,0,3,0,0,,0
16,Alex,1,0,,0,0,,0,2.00,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,5,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Bülowsvejhallen-Grondal-2025-May-12 (25 - 19)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,4,66.7%,1,0,0.0%,1,,0,0,1,0,1,0.500,50.0%,1,2,8,0,0,1,0,1,0,2,0.0%,0
4,Andreas Christensen,1,4,80.0%,0,1,20.0%,-1,,0,0,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,1,0.0%,0
11,Nicola,1,0,0.0%,0,0,0.0%,0,1.33,3,0,6,1,5,0.500,60.0%,3,10,1,0,0,1,0,1,0,0,,0
12,Vestbjerg,1,5,71.4%,1,0,0.0%,1,1.92,6,0,0,2,-2,-0.667,0.0%,1,3,0,0,0,0,0,0,0,4,0.0%,0
13,Gustav,1,0,0.0%,0,0,0.0%,0,,0,0,1,0,1,0.333,33.3%,2,3,0,0,0,1,0,1,0,0,,1
15,Martin,1,0,0.0%,0,2,100.0%,-2,,0,0,2,1,1,0.111,22.2%,6,9,0,0,0,2,0,2,0,3,0.0%,0
16,Alex,1,0,,0,0,,0,1.71,7,1,0,0,0,,,0,0,1,0,0,0,0,0,0,0,,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME4: Bülowsvejhallen-Grondal-2025-May-12 (25 - 21)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,6,66.7%,1,0,0.0%,1,1.00,1,0,0,0,0,0.000,0.0%,2,2,9,0,0,0,0,0,0,2,0.0%,1
4,Andreas Christensen,1,1,33.3%,0,0,0.0%,0,,0,0,1,0,1,0.500,50.0%,1,2,1,0,0,1,0,1,0,0,,0
11,Nicola,1,1,25.0%,0,0,0.0%,0,2.00,3,0,4,1,3,0.375,50.0%,3,8,1,0,0,0,0,0,0,0,,0
12,Vestbjerg,1,0,0.0%,0,0,0.0%,0,2.05,10,0,3,0,3,1.000,100.0%,0,3,1,0,0,0,0,0,0,2,0.0%,0
13,Gustav,1,2,50.0%,0,0,0.0%,0,,0,0,1,0,1,0.500,50.0%,1,2,1,0,0,2,0,2,0,0,,1
15,Martin,1,1,33.3%,0,1,33.3%,-1,,0,0,6,3,3,0.188,37.5%,7,16,0,0,0,2,0,2,0,2,0.0%,0
16,Alex,1,0,,0,0,,0,2.00,6,1,0,0,0,,,0,0,1,0,0,0,0,0,0,3,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Bülowsvejhallen-Grondal-2025-May-12
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,4,12,54.5%,2,2,9.1%,0,1.00,1,0,2,1,1,0.125,25.0%,5,8,31,0,0,3,0,3,0,6,0.0%,1
3,Kristian Krag,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
4,Andreas Christensen,4,5,45.5%,0,2,18.2%,-2,,0,0,2,1,1,0.143,28.6%,4,7,1,0,0,3,0,3,0,1,0.0%,1
9,Soeren,2,3,37.5%,0,2,25.0%,-2,,0,0,4,2,2,0.154,30.8%,7,13,0,0,0,2,0,2,0,1,0.0%,0
11,Nicola,4,8,44.4%,0,1,5.6%,-1,1.93,15,0,17,2,15,0.500,56.7%,11,30,2,0,0,2,0,2,0,1,0.0%,0
12,Vestbjerg,4,9,52.9%,1,1,5.9%,0,1.89,27,1,6,6,0,0.000,28.6%,9,21,1,0,1,1,0,1,0,6,0.0%,0
13,Gustav,4,6,42.9%,1,1,7.1%,0,,0,0,3,1,2,0.250,37.5%,4,8,1,0,0,8,0,8,0,2,0.0%,2
15,Martin,2,1,20.0%,0,3,60.0%,-3,,0,0,8,4,4,0.160,32.0%,13,25,0,0,0,4,0,4,0,5,0.0%,0
16,Alex,4,0,,0,0,,0,1.78,27,3,0,0,0,,,0,0,3,0,0,0,0,0,1,10,9.1%,0
,(team),4,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Friheden-Hvidovre-2025-May-13 (25 - 17)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,9,0,1,1,0,1,0,1,0.0%,0
3,Kristian Krag,1,1,50.0%,0,0,0.0%,0,,0,0,0,2,-2,-1.000,0.0%,0,2,0,0,0,0,0,0,0,1,0.0%,0
5,Bosse,1,2,66.7%,1,1,33.3%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,1,0,0.0%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,0,,1
11,Nicola,1,4,66.7%,0,1,16.7%,-1,1.93,7,0,5,1,4,0.500,62.5%,2,8,0,0,0,0,0,0,0,0,,0
12,Vestbjerg,1,3,60.0%,0,0,0.0%,0,1.38,4,0,5,0,5,1.000,100.0%,0,5,1,0,0,0,0,0,0,2,0.0%,0
15,Martin,1,1,33.3%,0,1,33.3%,-1,,0,0,2,0,2,0.333,33.3%,4,6,0,0,0,0,0,0,0,3,0.0%,0
16,Alex,1,0,,0,0,,0,1.33,3,1,0,0,0,,,0,0,1,0,0,0,0,0,0,4,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Friheden-Hvidovre-2025-May-13 (28 - 26)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,2,40.0%,1,0,0.0%,1,,0,0,2,2,0,0.000,40.0%,1,5,20,0,0,0,0,0,0,2,0.0%,0
3,Kristian Krag,1,2,66.7%,0,0,0.0%,0,1.00,1,0,1,1,0,0.000,33.3%,1,3,0,0,0,0,0,0,0,3,0.0%,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,1,3,50.0%,1,0,0.0%,1,,0,0,2,0,2,0.500,50.0%,2,4,0,0,0,0,0,0,0,0,,0
11,Nicola,1,1,25.0%,0,1,25.0%,-1,2.33,6,0,4,1,3,0.250,33.3%,7,12,0,0,0,0,0,0,0,3,0.0%,0
12,Vestbjerg,1,3,50.0%,0,1,16.7%,-1,1.73,11,1,3,4,-1,-0.111,33.3%,2,9,0,0,0,0,0,0,0,3,0.0%,1
15,Martin,1,0,0.0%,0,1,33.3%,-1,,0,0,11,2,9,0.563,68.8%,3,16,0,0,0,0,0,0,0,1,0.0%,1
16,Alex,1,0,,0,0,,0,2.29,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,4,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Friheden-Hvidovre-2025-May-13 (25 - 22)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,1,2,40.0%,0,0,0.0%,0,,0,0,1,1,0,0.000,50.0%,0,2,11,0,0,2,0,2,0,2,0.0%,1
3,Kristian Krag,1,2,66.7%,0,1,33.3%,-1,,0,0,1,0,1,1.000,100.0%,0,1,0,0,0,1,0,1,0,0,,0
5,Bosse,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,1,2,50.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,3,0,3,0,1,0.0%,0
11,Nicola,1,3,50.0%,0,0,0.0%,0,2.00,4,1,1,1,0,0.000,25.0%,2,4,1,0,0,1,0,1,0,0,,0
12,Vestbjerg,1,1,33.3%,0,1,33.3%,-1,1.29,7,1,1,0,1,0.167,16.7%,5,6,1,0,0,0,0,0,0,1,0.0%,0
15,Martin,1,0,0.0%,0,2,100.0%,-2,,0,0,10,0,10,1.000,100.0%,0,10,0,0,0,2,0,2,0,0,,1
16,Alex,1,0,,0,0,,0,2.43,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,0.0%,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

MATCH: Friheden-Hvidovre-2025-May-13
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
1,Lasse Nielsen,3,4,30.8%,1,0,0.0%,1,,0,0,3,3,0,0.000,42.9%,1,7,40,0,1,3,0,3,0,5,0.0%,1
3,Kristian Krag,3,5,62.5%,0,1,12.5%,-1,1.00,1,0,2,3,-1,-0.167,33.3%,1,6,0,0,0,1,0,1,0,4,0.0%,0
5,Bosse,3,2,40.0%,1,1,20.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
9,Soeren,3,5,41.7%,1,0,0.0%,1,,0,0,3,0,3,0.600,60.0%,2,5,0,0,0,3,0,3,0,1,0.0%,1
11,Nicola,3,8,50.0%,0,2,12.5%,-2,2.09,17,1,10,3,7,0.292,41.7%,11,24,1,0,0,1,0,1,0,3,0.0%,0
12,Vestbjerg,3,7,50.0%,0,2,14.3%,-2,1.52,22,2,9,4,5,0.250,45.0%,7,20,2,0,0,0,0,0,0,6,0.0%,1
15,Martin,3,1,12.5%,0,4,50.0%,-4,,0,0,23,2,21,0.656,71.9%,7,32,0,0,0,2,0,2,0,4,0.0%,2
16,Alex,3,0,,0,0,,0,2.18,17,1,0,0,0,,,0,0,1,0,0,0,0,0,0,10,0.0%,0
,(team),3,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME1: Amager-Amager-2025-Sep-28 (20 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
4,Andreas Christensen,1,1,25.0%,1,0,0.0%,1,,0,0,3,0,3,1.000,100.0%,0,3,0,0,0,0,0,0,0,1,0.0%,0
5,Bosse,1,0,,0,0,,0,2.00,7,0,0,0,0,,,0,0,1,0,0,0,0,0,0,1,0.0%,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
11,Nicola,1,1,25.0%,0,1,25.0%,-1,2.14,7,0,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,3,0.0%,0
13,Gustav,1,0,0.0%,0,1,33.3%,-1,,0,0,2,1,1,0.200,40.0%,2,5,0,0,0,0,0,0,0,1,0.0%,0
15,Martin,1,0,0.0%,0,1,50.0%,-1,,0,0,5,1,4,0.333,41.7%,6,12,0,0,0,0,0,0,0,1,0.0%,0
16,Alex,1,0,0.0%,0,0,0.0%,0,,0,0,0,1,-1,-1.000,0.0%,0,1,13,0,1,0,0,0,0,2,0.0%,0
17,Hjorth,1,0,0.0%,0,0,0.0%,0,2.57,7,0,4,1,3,0.250,33.3%,7,12,1,0,0,0,0,0,0,0,,0
,(team),1,0,,0,0,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME2: Amager-Amager-2025-Sep-28 (23 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
4,Andreas Christensen,1,0,0.0%,0,0,0.0%,0,,0,0,2,1,1,0.333,66.7%,0,3,0,0,0,2,0,2,0,1,0.0%,0
5,Bosse,1,0,,0,0,,0,1.86,7,1,0,0,0,,,0,0,1,0,0,0,0,0,0,6,0.0%,0
11,Nicola,1,2,50.0%,0,0,0.0%,0,1.71,7,1,1,2,-1,-0.200,20.0%,2,5,1,0,0,0,0,0,0,2,0.0%,0
13,Gustav,1,2,50.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,3,3,0,0,0,1,0,1,0,1,0.0%,0
15,Martin,1,2,50.0%,0,2,50.0%,-2,2.00,1,0,5,4,1,0.077,38.5%,4,13,0,0,1,0,0,0,0,0,,0
16,Alex,1,2,40.0%,1,1,20.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,8,0,1,0,0,0,0,2,0.0%,0
17,Hjorth,1,1,25.0%,1,1,25.0%,0,2.38,8,0,3,0,3,0.375,37.5%,5,8,0,0,0,1,0,1,0,0,,0
,(team),1,0,,0,0,,0,0.00,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0

GAME3: Amager-Amager-2025-Sep-28 (23 - 25)
PLAYER_NUM,PLAYER_NAME,GAMES_PLAYED,POINTS_SCORED_ON_SERVE,PT_SCORE_PERCENT,ACES,SERVE_ERRORS,SERVE_ERROR_PERCENT,SERVE_NET_POINTS,PASS_RATING,PASS_ATTEMPTS,SERVE_RCV_ERRORS,COMBINED_KILLS,COMBINED_KILL_ERRORS,ATTACK_NET_POINTS,HITTING_EFFICIENCY,COMBINED_KILL_PERCENT,HITS_STILL_IN_PLAY,COMBINED_KILL_ATTEMPTS,ASSISTS,BALL_HANDLING,SETTING_ERRORS,BLOCKS,BLOCK_ERRORS,NET_BLOCKS,DIG_ERRORS,DIGS,DIG_ERROR_PERCENT,FAULTS
4,Andreas Christensen,1,2,50.0%,0,0,0.0%,0,,0,0,1,0,1,1.000,100.0%,0,1,0,0,0,0,0,0,0,0,,0
5,Bosse,1,0,,0,0,,0,1.56,8,0,0,0,0,,,0,0,1,0,0,0,0,0,0,3,0.0%,0
7,Bo,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0
11,Nicola,1,1,33.3%,0,0,0.0%,0,2.20,5,0,2,2,0,0.000,18.2%,7,11,0,0,0,0,0,0,0,1,0.0%,0
13,Gustav,1,3,60.0%,1,1,20.0%,0,,0,0,2,0,2,0.667,66.7%,1,3,0,0,0,0,0,0,0,0,,0
15,Martin,1,0,0.0%,0,1,50.0%,-1,,0,0,3,0,3,0.300,30.0%,7,10,0,0,0,0,0,0,0,3,0.0%,0
16,Alex,1,0,0.0%,0,0,0.0%,0,,0,0,0,0,0,0.000,0.0%,1,1,10,0,2,0,0,0,0,2,0.0%,0
